,SubmitPerView,Ratio,Customer_Value_Score,SubmissionScore2,Submission_Score,Credit_Card_Apply_Clicked,Date,Express_No_Offers,Express_Visited,FCS_Client_Signup Completed,FCS_Qform_Optin_Completed,Form_Conversion,Form_Engagement_1,Form_Engagement_2,FormStart,FormSubmit_in_Express_Offers,GeoSegmentation_States,state,GeoSegmentationStatesSplit2,GeoSegmentationStates,Lender_Not_Matched,Lenders_Matched,Mobile_Device_Type,MyLT_Session_Started,Number_of_Records,Page_Views,Product_Reporting,TreeAuthID,Visit_Number,Visitor_ID,cchannel,csource,Qformuid
1343032,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,1/27/2018,0,1,0,0,1,1,1,1,1,ohio (united states),ohio,united states,ohio (united states),0,0,Other,0,1,17,Auto,4d61fb2a-12ae-4c4c-93cf-be7cad85662e,2,2737114361115674960_3637689040563664966,perf,1.0,7d5a8e66-8f56-4708-b031-4a90757d725b
1343070,0.0,0.0,0.0,0.041666667000000004,41.666666667,0,1/27/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,24,Auto,2b129b01-e4af-4fb2-b854-d93f8ebf3bd4,3,4449828158996984233_4563340044465925218,aff,27.0,7ff55b88-bac8-4ecf-8cb6-c2579c28de78
1343088,0.0,0.0,0.0,0.045454545,45.454545455,0,1/27/2018,0,1,0,0,1,1,1,0,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,22,Purchase,146a40b2-7651-4496-ae41-74803c7fd8ea,9,8640426295615773027_5489994484915912680,aff,27.0,8c4b318b-70bf-4812-b6b2-e0b7dedb6053
1343107,0.0,0.0,0.0,0.045454545,45.454545455,0,1/27/2018,0,1,0,0,1,1,1,0,1,ohio (united states),ohio,united states,ohio (united states),0,0,Other,0,1,22,Purchase,da8a994c-0acd-47f7-9c1d-a5928dfbe0f3,56,6155261820453577596_6336739255752966487,perf,28.0,c6c40f29-839c-4495-a1ff-91f784f445b3
1343119,0.0,0.0,0.0,0.066666667,66.666666667,0,1/27/2018,0,1,0,0,1,1,1,1,1,kentucky (united states),kentucky,united states,kentucky (united states),0,0,Mobile Phone,0,1,15,Auto,96dfd27c-7953-4e1d-b045-588d4cb1e326,1,9217230282658597816_232257436261115115,bd,31.0,68f928e2-e890-40db-aae0-8c1462c46712
1343129,0.0,0.0,0.0,0.0625,62.5,0,1/27/2018,0,1,0,0,1,1,1,1,1,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Mobile Phone,0,1,16,Personal,348aac24-b8d8-4101-879a-57724641363f,8,1443690958936317172_7328878329539430453,bd,31.0,0213c299-9f35-44a8-b76f-005b899134b6
1343155,0.0,0.0,0.0,0.037037037,37.037037037,0,1/27/2018,0,1,0,0,1,1,1,1,1,maryland (united states),maryland,united states,maryland (united states),0,0,Other,0,1,27,Auto,caeeb3e4-d937-45a9-a331-ea92089bf356,2,5315433465892463930_7282301733621156842,bd,31.0,5aba1580-5bb9-46fb-bf8c-15371337801e
1343160,0.0,0.0,0.0,0.066666667,66.666666667,0,1/27/2018,0,1,0,0,1,1,1,1,1,nevada (united states),nevada,united states,nevada (united states),0,0,Other,0,1,15,Home Equity,be802dd3-31b1-4ebf-b566-db917d8e255c,1,907649750439724961_3500659868942025986,perf,31.0,0bccc8d5-7eef-409b-8cee-4be90c977d00
1343177,0.0,0.0,0.0,0.083333333,83.333333333,0,1/27/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,12,Home Equity,7ab81569-631d-4448-b766-4880118ef70a,2,4503083326323182811_3484019257206788995,perf,31.0,9e86aa6a-d7a7-43ab-8c32-be940648abeb
1343189,30.303030303000003,30.303030303000003,303030.303030303,0.03030303,30.303030303000003,1,1/27/2018,0,2,0,0,1,1,1,0,1,nevada (united states),nevada,united states,nevada (united states),0,0,Other,1,1,33,Purchase,07886c43-567a-42c7-9525-75027c387d47,2,5106631434064953131_6393619379209936154,perf,1.0,4852ef39-51fb-4867-8fd1-4b6284a9b0c0
1343251,0.0,0.0,0.0,1.0,1000.0,0,1/28/2018,0,1,0,0,1,0,0,0,1,delaware (united states),delaware,united states,delaware (united states),0,0,Mobile Phone,0,1,1,Personal,4c81600a-c1df-4848-bd1c-f6cbb78621ad,5,2622855037876177731_5530820672210350710,aff,27.0,29286631-868b-4b9d-9e0d-e8b3f616106c
1343363,0.0,0.0,0.0,0.5,500.0,0,1/28/2018,0,1,0,0,1,1,0,1,1,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,2,Personal,91069afc-a138-49d8-b6a9-6f4261d741bf,1,1708101447514188483_3641879135079751334,perf,1.0,04a68288-e983-4905-9452-691eda46f93a
1343364,0.0,0.0,0.0,0.5,500.0,0,1/28/2018,0,1,0,0,1,1,0,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,2,Personal,2e65e31a-1234-40c8-9b16-1e5263876c68,1,6043390078078456162_6757848762848702035,perf,1.0,ba967e68-4a45-4db8-979f-f143a24c401f
1343365,0.0,0.0,0.0,0.5,500.0,0,1/28/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,937f4317-11f2-4bd7-a80b-e8cdfbda6c6f,2,885774744032575350_4149590587600781401,perf,1.0,63cf8f7b-1b48-4cef-875b-38090447f03a
1343372,0.0,0.0,0.0,0.166666667,166.66666666700002,0,1/28/2018,0,1,0,0,1,1,0,1,1,mississippi (united states),mississippi,united states,mississippi (united states),0,0,Mobile Phone,0,1,6,Refinance,a0d7e87f-cfb8-4a65-b052-ee4d7d60e680,1,5260546190985155769_477841252370159013,aff,27.0,66158f8c-dc55-432f-8a23-e42762c7a17d
1343373,0.0,0.0,0.0,0.5,500.0,0,1/28/2018,0,1,0,0,1,1,0,1,1,minnesota (united states),minnesota,united states,minnesota (united states),0,0,Other,0,1,2,Personal,6b4e705b-ae83-4adb-a3c3-2fe70a7d7c99,1,5627438166558442615_4163005486915524505,aff,27.0,86753104-9cdc-4e98-8720-c4f0ba0df890
1343509,0.0,0.0,0.0,0.0,0.0,0,1/28/2018,0,0,0,0,1,1,1,1,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,9,Purchase,46785160-eb8e-48f6-b0d5-7dd6fa95bae0,1,2198004706687122955_9019539822220809208,perf,1.0,f6ee4505-812a-40d7-a44e-e97d3013abc2
1343529,0.0,0.0,0.0,0.0,0.0,0,1/28/2018,0,1,0,0,1,1,1,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,16,Personal,6a553b3b-7644-4d2a-83a0-0d824027cd4e,6,4524062682306796565_2064984773711242783,bd,31.0,d648699f-5488-4ea0-a0c2-e0096fab98c1
1344373,0.0,0.0,0.0,0.047619048,47.61904761899999,0,1/28/2018,0,0,0,0,1,1,1,0,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,21,Purchase,eea6a983-25dd-4de9-9d21-5262979cb9fe,13,4883754297575122916_3465643206584259627,perf,1.0,c11c9475-ac2f-4d4e-9e8d-38ec10c6a856
1344393,0.0,0.0,0.0,0.0625,62.5,0,1/28/2018,0,1,0,0,1,1,1,1,1,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,16,Personal,36d0b3d6-4eb0-4a43-a87a-7aa31bc479ec,6,4597813983189510009_8356450648087389308,perf,1.0,96daaf5d-25cd-4d51-bd81-379babc37bed
1344404,0.0,0.0,0.0,0.047619048,47.61904761899999,0,1/28/2018,0,1,0,0,1,1,1,0,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,21,Purchase,224b8b49-e7df-414b-917c-2b5d2fd7fecf,19,5115762346061104915_6539656326763181052,perf,1.0,e41b09e3-4870-4bb9-9a47-089029318d55
1344448,0.0,0.0,0.0,0.03030303,30.303030303000003,0,1/28/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,33,Auto,8734419c-05eb-4432-b2ad-ea6322061d0e,1,4886853332623912657_1051690074428108799,perf,1.0,0033ec52-f2e4-4a41-912f-c44ec6ac6571
1344455,0.0,0.0,0.0,0.066666667,66.666666667,0,1/28/2018,0,1,0,0,1,1,1,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,15,Personal,221931c8-1f50-4890-af26-9940e26f1d11,3,8168900182004344320_5518035049473181649,perf,1.0,8de1d5e5-c513-4446-9925-ee2464867284
1344487,0.0,0.0,0.0,0.0625,62.5,0,1/28/2018,0,0,0,0,1,1,1,1,1,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,16,Personal,8ccff76f-a74a-476c-a662-92888785d7aa,4,5726446997520825831_3080930178725986440,aff,27.0,9f9e2092-941d-4649-9c12-910d8a8e77b8
1344498,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,1/28/2018,0,1,0,0,1,1,1,1,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,17,Personal,bc095780-bbcc-44aa-b5b1-262ce9bf1767,7,7251224604008778872_1247895589229649614,aff,27.0,a36bb59f-013c-4a80-95f7-847a3606efda
1344500,0.0,0.0,0.0,0.055555556,55.555555556,0,1/28/2018,0,1,0,0,1,1,1,1,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,18,Personal,bc095780-bbcc-44aa-b5b1-262ce9bf1767,6,7251224604008778872_1247895589229649614,aff,27.0,5935bf07-7a4e-4146-8188-b79fd58a2c9b
1344509,0.0,0.0,0.0,0.05,50.0,0,1/28/2018,0,1,0,0,1,1,1,0,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,20,Purchase,48c459ca-4b69-443f-b0d0-094ac5a177b8,3,1188066604791964370_4312930481978518600,aff,27.0,9b191d57-e20f-4624-9cbf-32bab90df80c
1344513,0.0,0.0,0.0,0.071428571,71.428571429,0,1/28/2018,0,1,0,0,1,1,1,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,14,Purchase,9b140f69-5fd0-477f-a5d8-14451ee8e546,1,7073650025484726374_8771334878445786959,aff,27.0,4703c8f6-126e-4c6d-b1b2-f3bfd806d733
1344516,0.0,0.0,0.0,0.05,50.0,0,1/28/2018,0,1,0,0,1,1,1,1,1,rhode island (united states),rhode island,united states,rhode island (united states),0,0,Other,0,1,20,Home Equity,6f78a2ae-8e99-4627-acb9-555fc1009942,4,1385200512516547076_7452537762704049381,aff,27.0,e7c17209-0f1c-42af-b089-9888bf4c6836
1344520,0.0,0.0,0.0,0.0625,62.5,0,1/28/2018,0,1,0,0,1,1,1,1,1,ohio (united states),ohio,united states,ohio (united states),0,0,Other,0,1,16,Personal,da8a994c-0acd-47f7-9c1d-a5928dfbe0f3,57,6155261820453577596_6336739255752966487,aff,27.0,ed039634-7182-4d72-bdf1-80cdef0bd1a1
1344523,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,1/28/2018,0,1,0,0,1,1,1,0,1,maine (united states),maine,united states,maine (united states),0,0,Other,0,1,19,Purchase,4b68a758-33f2-43aa-8753-209f2a51f0a3,1,1754823850539980294_2880878052549943039,aff,27.0,26423af1-42cc-4d58-a377-d49b198b353f
1344549,0.0,0.0,0.0,0.071428571,71.428571429,0,1/28/2018,0,1,0,0,1,1,1,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,14,Personal,f233c102-5bc4-4b9b-b83c-23282da577f0,13,2709055445997510366_7001420345847354162,bd,30.0,5096d754-cf73-4013-a1a8-dfa1bb1440e4
1344571,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,1/28/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,17,Personal,52088c01-20c4-46ea-8009-396fc323066a,17,585989682433203224_2265367756380295487,bd,31.0,bfc84117-12d4-4d59-820f-f306d4871449
1344759,0.0,0.0,0.0,0.0,0.0,0,1/29/2018,0,1,0,0,1,1,0,1,0,iowa (united states),iowa,united states,iowa (united states),0,0,Other,0,1,2,Personal,b8f6ad4b-bf12-4f3d-9ec8-4df40e2426be,1,5757650959928506357_5153788840407098215,perf,1.0,cb7c90d9-8200-48c5-b85f-dca49ac93b6b
1344760,0.0,0.0,0.0,0.0,0.0,0,1/29/2018,0,1,0,0,1,1,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,2,Personal,f39434eb-4eff-4e3e-8fc8-c64111c56de0,2,8809869356146562316_3880993147184409777,perf,1.0,ceae4de7-7016-4426-af19-93d1afc3e65b
1344883,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,2,Personal,de263e96-7882-43bd-a5ca-fdef170f6945,1,8369700620303072188_8764402914854604057,perf,1.0,17e78fe8-2c88-44b6-a1b8-9922e91e2917
1344884,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,arizona (united states),arizona,united states,arizona (united states),0,0,Mobile Phone,0,1,2,Personal,5973ecf5-97d3-47b4-964b-fe35b837431b,3,3795080307136755931_3228680077122770272,perf,1.0,bd51fde4-d05a-403d-978a-06588e64bff6
1344885,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,2,Personal,44fbd2ce-5755-4a28-8dd9-e4fd816a2df7,1,5443166701496563384_4768523617790775321,perf,1.0,76e92d4a-fc66-4a43-8d91-be82512a878e
1344888,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,maryland (united states),maryland,united states,maryland (united states),0,0,Other,0,1,2,Personal,1c486577-c69a-4c00-99b3-2b2cb82fbd02,1,7691383416539079139_2679726921358843179,aff,27.0,2778e214-81b1-4895-a4b1-aba88dc25185
1344889,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,maryland (united states),maryland,united states,maryland (united states),0,0,Other,0,1,2,Personal,1c486577-c69a-4c00-99b3-2b2cb82fbd02,1,7691383416539079139_2679726921358843179,aff,27.0,2e8afd9a-e91e-4bf5-b3c3-988910b9b1d6
1344891,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,2,Personal,46471b32-d49b-4ca9-8a50-113bd3fd4130,6,1569344706810637875_3303087210556771873,content,31.0,003514fb-dc23-4143-a226-20b9e4aac40b
1344892,0.0,0.0,0.0,0.5,500.0,0,1/29/2018,0,1,0,0,1,1,0,1,1,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,2,Personal,1feaa412-8200-4967-9473-7fa16c41e435,4,6581650175196735613_1064604015523991246,bd,31.0,13e02123-323d-40d6-bde4-69022ff2b0c4
1345083,0.0,0.0,0.0,0.0,0.0,0,1/29/2018,0,1,0,0,1,1,1,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,13,Auto,443ce3a5-a2b2-41ae-ae8f-dad5ac3a4832,1,1046015154564943599_153075024581830931,aff,27.0,f2268b58-fead-4b8d-a11e-909922ac2da0
1346859,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,1,1,1,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,13,Home Equity,c2ba38af-4175-4d53-aae9-25414fa68d05,7,1163286767831361405_5742388929676127413,perf,1.0,ff417719-f738-4fdc-a483-3cf3cdec4ddc
1346898,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,1,1,1,0,new york (united states),new york,united states,new york (united states),0,0,Other,0,1,3,Refinance,890e1ece-c6cd-4843-9a77-7031a8d5ead9,5,4384690412073600115_2772229187075306813,perf,1.0,e1396f6c-686a-4794-9809-c079f4f25a66
1346940,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,1,1,0,0,arkansas (united states),arkansas,united states,arkansas (united states),0,0,Other,0,1,7,Purchase,410dfe85-4cdb-425d-9fe6-e323e23ba894,5,624275226649138169_8780959674210138561,aff,27.0,428a3b6b-9632-498c-96a7-a6d2647b8a22
1347022,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,1,1,1,0,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,12,Personal,8e84cf4a-529f-4479-bd8c-fb50171507ae,13,359498646458696344_8297050662924137084,bd,31.0,1b337377-5b4a-430e-ad49-8f2b41f2d94d
1347344,0.0,0.0,0.0,0.066666667,66.666666667,0,1/2/2018,0,1,0,0,0,1,1,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,15,Personal,89c9d580-34c6-4507-8413-37bec294abad,2,5142513097318185975_1981830458589770012,aff,27.0,6ee4422e-bc47-4752-ac90-611e2673a260
1347348,0.0,0.0,0.0,0.0625,62.5,0,1/2/2018,0,1,0,0,0,1,1,1,1,arkansas (united states),arkansas,united states,arkansas (united states),0,0,Other,0,1,16,Personal,410dfe85-4cdb-425d-9fe6-e323e23ba894,5,624275226649138169_8780959674210138561,aff,27.0,309d7fed-6948-4a5f-8697-a591e9e63381
1347351,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,1/2/2018,0,1,0,0,0,1,1,1,1,maryland (united states),maryland,united states,maryland (united states),0,0,Other,0,1,17,Personal,fb096d6b-9474-496b-9f07-0fbdce2417de,8,7504453495666974829_4175635963998672067,aff,27.0,e1cf5acf-439b-4cab-b13a-98b811071c94
1347356,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,1,0,0,0,1,1,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Other,0,1,12,Auto,2f51c988-f415-434d-ad1f-f9ca710592ca,2,7494655749119661328_1256263296431722357,bd,31.0,87b68ff7-5a8d-4496-9056-cad15e32868b
1347604,0.0,0.0,0.0,0.0,0.0,0,1/2/2018,0,0,0,0,0,1,1,1,0,texas (united states),texas,united states,texas (united states),0,0,Tablet,0,1,9,Home Equity,4a85669b-a52b-4827-8fed-48a1b9a0f27d,30,1671762876989154177_6921998949764007450,perf,1.0,9ba5992a-275e-4059-a564-c8e70c8ac53b
1347692,0.0,0.0,0.0,0.071428571,71.428571429,0,1/2/2018,0,1,0,0,0,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Tablet,0,1,14,Auto,ff23153f-2428-4efe-8677-79d14bad2071,1,8847196296532952366_8696134107845309659,bd,31.0,53abf71a-2692-432a-91c3-faec99c4650f
1347799,0.0,0.0,0.0,0.111111111,111.111111111,0,1/2/2018,0,0,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,9,Purchase,37cfa3a8-295b-4313-9297-448110606c96,2,2757601255596388330_1873753574002878385,bd,31.0,4dac36fc-5a50-4a39-a0f2-30502b4f2e9d
1348033,0.0,0.0,0.0,0.066666667,66.666666667,0,1/2/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,15,Personal,7914aac9-3c09-4f69-bdc1-49b34cde0e35,8,8017799395779237782_2727243126067671900,bd,31.0,23adac08-c8a5-46ad-824e-a75720dae49c
1348043,0.0,0.0,0.0,0.047619048,47.61904761899999,0,1/2/2018,0,1,0,0,1,1,1,0,1,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,21,Purchase,c8feb268-cc2f-4066-a04f-8b92a8c46a38,3,1124124532495530355_8892698509899453429,bd,31.0,99f913ae-be22-4c77-92ae-2bfa259e41a2
1348047,0.0,0.0,0.0,0.090909091,90.909090909,0,1/2/2018,0,1,0,0,1,1,1,1,1,idaho (united states),idaho,united states,idaho (united states),0,0,Mobile Phone,0,1,11,Purchase,b53d538a-4c9f-4584-9286-40fbfbef9b7f,1,7596239917541613619_5101406582657522983,bd,31.0,3c499125-3902-4f20-8846-b322bda7afe7
1348075,0.0,0.0,0.0,0.043478261,43.47826087,0,1/2/2018,0,3,0,0,1,1,1,0,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,23,Purchase,78dd1890-474e-4741-a9c7-c0f06eba196e,2,4091648236888383012_7175295985266570012,aff,27.0,b71c167d-1ad0-4cb1-9836-3007aa220fe7
1348329,0.0,0.0,0.0,0.066666667,66.666666667,0,1/2/2018,0,1,0,0,1,1,1,1,1,connecticut (united states),connecticut,united states,connecticut (united states),0,0,Other,0,1,15,Auto,a8656249-87e7-4526-ae6a-3bd4703f67a7,1,7072425756583171831_5863887742935222471,perf,1.0,c59d266c-b8ce-4a06-9b38-220d24ce47c7
1348451,0.0,0.0,0.0,0.047619048,47.61904761899999,0,1/2/2018,0,1,0,0,1,1,1,1,1,oklahoma (united states),oklahoma,united states,oklahoma (united states),0,0,Mobile Phone,1,1,21,Refinance,3c2ec815-db89-4726-8859-eb6b13489eaf,2,8628913041930522403_5484517140151819565,perf,1.0,afa1844b-526a-44c3-b416-bb3947e45ef1
